# Frequency (cm-1), IR Intensity (km/mol), Raman Intensity (A2/amu)
2.855883410559415552e+03,2.312335794180253590e-02,4.818409911124607592e-02
2.856253593827782424e+03,2.311759185596540603e-02,4.826324834918059581e-02
2.856623777096149297e+03,2.311185222613364176e-02,4.834274864831693275e-02
2.856993960364516170e+03,2.310613914315345213e-02,4.842260182682445874e-02
2.857364143632883042e+03,2.310045269853535505e-02,4.850280971496325616e-02
2.857734326901249915e+03,2.309479298445951331e-02,4.858337415518029084e-02
2.858104510169616788e+03,2.308916009378086942e-02,4.866429700220643861e-02
2.858474693437983660e+03,2.308355412003445378e-02,4.874558012315430289e-02
2.858844876706350533e+03,2.307797515744078320e-02,4.882722539761710084e-02
2.859215059974717406e+03,2.307242330091116220e-02,4.890923471776835452e-02
2.859585243243084278e+03,2.306689864605324797e-02,4.899160998846259496e-02
2.859955426511450696e+03,2.306140128917642459e-02,4.907435312733685051e-02
2.860325609779817569e+03,2.305593132729740272e-02,4.915746606491358528e-02
2.860695793048184441e+03,2.305048885814581228e-02,4.924095074470365152e-02
2.861065976316551314e+03,2.304507398016990283e-02,4.932480912331117795e-02
2.861436159584918187e+03,2.303968679254212934e-02,4.940904317053897155e-02
2.861806342853285059e+03,2.303432739516502598e-02,4.949365486949491161e-02
2.862176526121651932e+03,2.302899588867694802e-02,4.957864621669950955e-02
2.862546709390018805e+03,2.302369237445800118e-02,4.966401922219439158e-02
2.862916892658385677e+03,2.301841695463587023e-02,4.974977590965174584e-02
2.863287075926752550e+03,2.301316973209192873e-02,4.983591831648493536e-02
2.863657259195119423e+03,2.300795081046710933e-02,4.992244849396010320e-02
2.864027442463486295e+03,2.300276029416818691e-02,5.000936850730881150e-02
2.864397625731853168e+03,2.299759828837378769e-02,5.009668043584179081e-02
2.864767809000219586e+03,2.299246489904065507e-02,5.018438637306361916e-02
2.865137992268586459e+03,2.298736023290990846e-02,5.027248842678908036e-02
2.865508175536953331e+03,2.298228439751339586e-02,5.036098871925957787e-02
2.865878358805320204e+03,2.297723750118004296e-02,5.044988938726162331e-02
2.866248542073687076e+03,2.297221965304236876e-02,5.053919258224605360e-02
2.866618725342053949e+03,2.296723096304291098e-02,5.062890047044842079e-02
2.866988908610420822e+03,2.296227154194090472e-02,5.071901523301055453e-02
2.867359091878787694e+03,2.295734150131887100e-02,5.080953906610331805e-02
2.867729275147154567e+03,2.295244095358928149e-02,5.090047418105049515e-02
2.868099458415521440e+03,2.294757001200140034e-02,5.099182280445392623e-02
2.868469641683888312e+03,2.294272879064811546e-02,5.108358717831980311e-02
2.868839824952255185e+03,2.293791740447277336e-02,5.117576956018621975e-02
2.869210008220621603e+03,2.293313596927622558e-02,5.126837222325185406e-02
2.869580191488988476e+03,2.292838460172380577e-02,5.136139745650641908e-02
2.869950374757355348e+03,2.292366341935249408e-02,5.145484756486124606e-02
2.870320558025722221e+03,2.291897254057800870e-02,5.154872486928235853e-02
2.870690741294089094e+03,2.291431208470216113e-02,5.164303170692413625e-02
2.871060924562455966e+03,2.290968217192006218e-02,5.173777043126452646e-02
2.871431107830822839e+03,2.290508292332757087e-02,5.183294341224151114e-02
2.871801291099189712e+03,2.290051446092875725e-02,5.192855303639086484e-02
2.872171474367556584e+03,2.289597690764339985e-02,5.202460170698536973e-02
2.872541657635923457e+03,2.289147038731461498e-02,5.212109184417532126e-02
2.872911840904290329e+03,2.288699502471653810e-02,5.221802588513036608e-02
2.873282024172657202e+03,2.288255094556208846e-02,5.231540628418293593e-02
2.873652207441024075e+03,2.287813827651077533e-02,5.241323551297279171e-02
2.874022390709390493e+03,2.287375714517660835e-02,5.251151606059310806e-02
2.874392573977757365e+03,2.286940768013617092e-02,5.261025043373857707e-02
2.874762757246124238e+03,2.286509001093655485e-02,5.270944115685358144e-02
2.875132940514491111e+03,2.286080426810360722e-02,5.280909077228336523e-02
2.875503123782857983e+03,2.285655058315014948e-02,5.290920184042570418e-02
2.875873307051224856e+03,2.285232908858423825e-02,5.300977693988461609e-02
2.876243490319591729e+03,2.284813991791761340e-02,5.311081866762521614e-02
2.876613673587958601e+03,2.284398320567415305e-02,5.321232963913040404e-02
2.876983856856325474e+03,2.283985908739843973e-02,5.331431248855897365e-02
2.877354040124692347e+03,2.283576769966443737e-02,5.341676986890531165e-02
2.877724223393059219e+03,2.283170918008414416e-02,5.351970445216070599e-02
2.878094406661426092e+03,2.282768366731650206e-02,5.362311892947629194e-02
2.878464589929792965e+03,2.282369130107631677e-02,5.372701601132761490e-02
2.878834773198159382e+03,2.281973222214316380e-02,5.383139842768067118e-02
2.879204956466526255e+03,2.281580657237056858e-02,5.393626892816036356e-02
2.879575139734893128e+03,2.281191449469517282e-02,5.404163028221924125e-02
2.879945323003260000e+03,2.280805613314597358e-02,5.414748527930934863e-02
2.880315506271626873e+03,2.280423163285375671e-02,5.425383672905508686e-02
2.880685689539993746e+03,2.280044114006050254e-02,5.436068746142797004e-02
2.881055872808360618e+03,2.279668480212899279e-02,5.446804032692312975e-02
2.881426056076727491e+03,2.279296276755243475e-02,5.457589819673771409e-02
2.881796239345094364e+03,2.278927518596427296e-02,5.468426396295095193e-02
2.882166422613461236e+03,2.278562220814796604e-02,5.479314053870611156e-02
2.882536605881828109e+03,2.278200398604701693e-02,5.490253085839438829e-02
2.882906789150194982e+03,2.277842067277500646e-02,5.501243787784050598e-02
2.883276972418561400e+03,2.277487242262575887e-02,5.512286457449024069e-02
2.883647155686928272e+03,2.277135939108358709e-02,5.523381394760042834e-02
2.884017338955295145e+03,2.276788173483371147e-02,5.534528901842961091e-02
2.884387522223662017e+03,2.276443961177269937e-02,5.545729283043202701e-02
2.884757705492028890e+03,2.276103318101908510e-02,5.556982844945280303e-02
2.885127888760395763e+03,2.275766260292398993e-02,5.568289896392545485e-02
2.885498072028762635e+03,2.275432803908206472e-02,5.579650748507122837e-02
2.885868255297129508e+03,2.275102965234229377e-02,5.591065714710070217e-02
2.886238438565496381e+03,2.274776760681906235e-02,5.602535110741730523e-02
2.886608621833863253e+03,2.274454206790330058e-02,5.614059254682307598e-02
2.886978805102230126e+03,2.274135320227377993e-02,5.625638466972637808e-02
2.887348988370596999e+03,2.273820117790842713e-02,5.637273070435200317e-02
2.887719171638963871e+03,2.273508616409591204e-02,5.648963390295329290e-02
2.888089354907330289e+03,2.273200833144713509e-02,5.660709754202631477e-02
2.888459538175697162e+03,2.272896785190712740e-02,5.672512492252714672e-02
2.888829721444064035e+03,2.272596489876675327e-02,5.684371937008977915e-02
2.889199904712430907e+03,2.272299964667484282e-02,5.696288423524796529e-02
2.889570087980797780e+03,2.272007227165019974e-02,5.708262289365845232e-02
2.889940271249164653e+03,2.271718295109388663e-02,5.720293874632687015e-02
2.890310454517531525e+03,2.271433186380158314e-02,5.732383521983589608e-02
2.890680637785898398e+03,2.271151918997607252e-02,5.744531576657585514e-02
2.891050821054265271e+03,2.270874511123991898e-02,5.756738386497774890e-02
2.891421004322632143e+03,2.270600981064817975e-02,5.769004301974874072e-02
2.891791187590999016e+03,2.270331347270134956e-02,5.781329676211011126e-02
2.892161370859365888e+03,2.270065628335833641e-02,5.793714865003776748e-02
2.892531554127732306e+03,2.269803843004971483e-02,5.806160226850514555e-02
2.892901737396099179e+03,2.269546010169097919e-02,5.818666122972939586e-02
2.893271920664466052e+03,2.269292148869601899e-02,5.831232917341876154e-02
2.893642103932832924e+03,2.269042278299077467e-02,5.843860976702398846e-02
2.894012287201199797e+03,2.268796417802686899e-02,5.856550670599179609e-02
2.894382470469566670e+03,2.268554586879560631e-02,5.869302371402111002e-02
2.894752653737933542e+03,2.268316805184199259e-02,5.882116454332206312e-02
2.895122837006300415e+03,2.268083092527886646e-02,5.894993297487774453e-02
2.895493020274667288e+03,2.267853468880131132e-02,5.907933281870885595e-02
2.895863203543034160e+03,2.267627954370115412e-02,5.920936791414106726e-02
2.896233386811401033e+03,2.267406569288159257e-02,5.934004213007536277e-02
2.896603570079767906e+03,2.267189334087200622e-02,5.947135936526127403e-02
2.896973753348134778e+03,2.266976269384297915e-02,5.960332354857297843e-02
2.897343936616501196e+03,2.266767395962139553e-02,5.973593863928840231e-02
2.897714119884868069e+03,2.266562734770572948e-02,5.986920862737198090e-02
2.898084303153234941e+03,2.266362306928157780e-02,6.000313753375892400e-02
2.898454486421601814e+03,2.266166133723722734e-02,6.013772941064424171e-02
2.898824669689968687e+03,2.265974236617951387e-02,6.027298834177405307e-02
2.899194852958335559e+03,2.265786637244976420e-02,6.040891844274018374e-02
2.899565036226702432e+03,2.265603357413996724e-02,6.054552386127810826e-02
2.899935219495069305e+03,2.265424419110912552e-02,6.068280877756807024e-02
2.900305402763436177e+03,2.265249844499972118e-02,6.082077740453942921e-02
2.900675586031803050e+03,2.265079655925444566e-02,6.095943398817853243e-02
2.901045769300169923e+03,2.264913875913306812e-02,6.109878280783975074e-02
2.901415952568536795e+03,2.264752527172948435e-02,6.123882817656013666e-02
2.901786135836903668e+03,2.264595632598897720e-02,6.137957444137732976e-02
2.902156319105270086e+03,2.264443215272566104e-02,6.152102598365110503e-02
2.902526502373636959e+03,2.264295298464011688e-02,6.166318721938895964e-02
2.902896685642003831e+03,2.264151905633716641e-02,6.180606259957389936e-02
2.903266868910370704e+03,2.264013060434404492e-02,6.194965661049740835e-02
2.903637052178737576e+03,2.263878786712845634e-02,6.209397377409532626e-02
2.904007235447104449e+03,2.263749108511710004e-02,6.223901864828757652e-02
2.904377418715471322e+03,2.263624050071430527e-02,6.238479582732175954e-02
2.904747601983838194e+03,2.263503635832085290e-02,6.253130994212049987e-02
2.905117785252205067e+03,2.263387890435305388e-02,6.267856566063270685e-02
2.905487968520571940e+03,2.263276838726198392e-02,6.282656768818879744e-02
2.905858151788938812e+03,2.263170505755302334e-02,6.297532076785983257e-02
2.906228335057305685e+03,2.263068916780549764e-02,6.312482968082076817e-02
2.906598518325672103e+03,2.262972097269267194e-02,6.327509924671752273e-02
2.906968701594038976e+03,2.262880072900187028e-02,6.342613432403917950e-02
2.907338884862405848e+03,2.262792869565483089e-02,6.357793981049249255e-02
2.907709068130772721e+03,2.262710513372839446e-02,6.373052064338248501e-02
2.908079251399139594e+03,2.262633030647525495e-02,6.388388179999643368e-02
2.908449434667506466e+03,2.262560447934510235e-02,6.403802829799240537e-02
2.908819617935873339e+03,2.262492792000594943e-02,6.419296519579215099e-02
2.909189801204240212e+03,2.262430089836564226e-02,6.434869759297860703e-02
2.909559984472607084e+03,2.262372368659373856e-02,6.450523063069768526e-02
2.909930167740973957e+03,2.262319655914353175e-02,6.466256949206491966e-02
2.910300351009340829e+03,2.262271979277433176e-02,6.482071940257655429e-02
2.910670534277707702e+03,2.262229366657409965e-02,6.497968563052546054e-02
2.911040717546074575e+03,2.262191846198225234e-02,6.513947348742174515e-02
2.911410900814440993e+03,2.262159446281273786e-02,6.530008832841804889e-02
2.911781084082807865e+03,2.262132195527738129e-02,6.546153555274070168e-02
2.912151267351174738e+03,2.262110122800956372e-02,6.562382060412387530e-02
2.912521450619541611e+03,2.262093257208805733e-02,6.578694897125070273e-02
2.912891633887908483e+03,2.262081628106124911e-02,6.595092618819853314e-02
2.913261817156275356e+03,2.262075265097160046e-02,6.611575783488951585e-02
2.913632000424642229e+03,2.262074198038033571e-02,6.628144953754655511e-02
2.914002183693009101e+03,2.262078457039253671e-02,6.644800696915421911e-02
2.914372366961375974e+03,2.262088072468241076e-02,6.661543584992545008e-02
2.914742550229742847e+03,2.262103074951895415e-02,6.678374194777335349e-02
2.915112733498109719e+03,2.262123495379180643e-02,6.695293107878869110e-02
2.915482916766476592e+03,2.262149364903756274e-02,6.712300910772295293e-02
2.915853100034843465e+03,2.262180714946619361e-02,6.729398194847696635e-02
2.916223283303209882e+03,2.262217577198797833e-02,6.746585556459516742e-02
2.916593466571576755e+03,2.262259983624060472e-02,6.763863596976663062e-02
2.916963649839943628e+03,2.262307966461664724e-02,6.781232922833002608e-02
2.917333833108310500e+03,2.262361558229141617e-02,6.798694145578641768e-02
2.917704016376677373e+03,2.262420791725104630e-02,6.816247881931736252e-02
2.918074199645044246e+03,2.262485700032091859e-02,6.833894753830907498e-02
2.918444382913411118e+03,2.262556316519458155e-02,6.851635388488291900e-02
2.918814566181777991e+03,2.262632674846277656e-02,6.869470418443229809e-02
2.919184749450144864e+03,2.262714808964301147e-02,6.887400481616579029e-02
2.919554932718511736e+03,2.262802753120932153e-02,6.905426221365673634e-02
2.919925115986878609e+03,2.262896541862255417e-02,6.923548286539953078e-02
2.920295299255245482e+03,2.262996210036090014e-02,6.941767331537254671e-02
2.920665482523611900e+03,2.263101792795078546e-02,6.960084016360731929e-02
2.921035665791978772e+03,2.263213325599821441e-02,6.978499006676611160e-02
2.921405849060345645e+03,2.263330844222042823e-02,6.997012973872378250e-02
2.921776032328712517e+03,2.263454384747798365e-02,7.015626595115913300e-02
2.922146215597079390e+03,2.263583983580718176e-02,7.034340553415222019e-02
2.922516398865446263e+03,2.263719677445288903e-02,7.053155537678901243e-02
2.922886582133813135e+03,2.263861503390180580e-02,7.072072242777346918e-02
2.923256765402180008e+03,2.264009498791609218e-02,7.091091369604704542e-02
2.923626948670546881e+03,2.264163701356743802e-02,7.110213625141566240e-02
2.923997131938913753e+03,2.264324149127150063e-02,7.129439722518429723e-02
2.924367315207280626e+03,2.264490880482277271e-02,7.148770381079934400e-02
2.924737498475647499e+03,2.264663934142995341e-02,7.168206326449878818e-02
2.925107681744014371e+03,2.264843349175162460e-02,7.187748290597038847e-02
2.925477865012380789e+03,2.265029164993249966e-02,7.207397011901760242e-02
2.925848048280747662e+03,2.265221421364001578e-02,7.227153235223493510e-02
2.926218231549114535e+03,2.265420158410138066e-02,7.247017711968914422e-02
2.926588414817481407e+03,2.265625416614118481e-02,7.266991200161129760e-02
2.926958598085848280e+03,2.265837236821930528e-02,7.287074464509615823e-02
2.927328781354215153e+03,2.266055660246948586e-02,7.307268276481029834e-02
2.927698964622582025e+03,2.266280728473819145e-02,7.327573414370924798e-02
2.928069147890948898e+03,2.266512483462406261e-02,7.347990663376334497e-02
2.928439331159315770e+03,2.266750967551786275e-02,7.368520815669263313e-02
2.928809514427682643e+03,2.266996223464288335e-02,7.389164670471090601e-02
2.929179697696049516e+03,2.267248294309584522e-02,7.409923034127911812e-02
2.929549880964416388e+03,2.267507223588836884e-02,7.430796720186806648e-02
2.929920064232782806e+03,2.267773055198887139e-02,7.451786549473045362e-02
2.930290247501149679e+03,2.268045833436514377e-02,7.472893350168385851e-02
2.930660430769516552e+03,2.268325603002726079e-02,7.494117957890099324e-02
2.931030614037883424e+03,2.268612409007123715e-02,7.515461215771256087e-02
2.931400797306250297e+03,2.268906296972301312e-02,7.536923974541864801e-02
2.931770980574617170e+03,2.269207312838325552e-02,7.558507092611105316e-02
2.932141163842984042e+03,2.269515502967247786e-02,7.580211436150562088e-02
2.932511347111350915e+03,2.269830914147689949e-02,7.602037879178537294e-02
2.932881530379717788e+03,2.270153593599484251e-02,7.623987303645417268e-02
2.933251713648084660e+03,2.270483588978365608e-02,7.646060599520142220e-02
2.933621896916451533e+03,2.270820948380733104e-02,7.668258664877761199e-02
2.933992080184818406e+03,2.271165720348470793e-02,7.690582405988109771e-02
2.934362263453185278e+03,2.271517953873818108e-02,7.713032737405627060e-02
2.934732446721551696e+03,2.271877698404327350e-02,7.735610582060287177e-02
2.935102629989918569e+03,2.272245003847857617e-02,7.758316871349843491e-02
2.935472813258285441e+03,2.272619920577650249e-02,7.781152545232970785e-02
2.935842996526652314e+03,2.273002499437465698e-02,7.804118552323903446e-02
2.936213179795019187e+03,2.273392791746783881e-02,7.827215849988128360e-02
2.936583363063386059e+03,2.273790849306078082e-02,7.850445404439371222e-02
2.936953546331752932e+03,2.274196724402145070e-02,7.873808190837820742e-02
2.937323729600119805e+03,2.274610469813523328e-02,7.897305193389625444e-02
2.937693912868486677e+03,2.275032138815963681e-02,7.920937405447710244e-02
2.938064096136853550e+03,2.275461785187980757e-02,7.944705829613858683e-02
2.938434279405220423e+03,2.275899463216478000e-02,7.968611477842177382e-02
2.938804462673587295e+03,2.276345227702435137e-02,7.992655371543881671e-02
2.939174645941954168e+03,2.276799133966688968e-02,8.016838541693455111e-02
2.939544829210320586e+03,2.277261237855769671e-02,8.041162028936189865e-02
2.939915012478687458e+03,2.277731595747833904e-02,8.065626883697274430e-02
2.940285195747054331e+03,2.278210264558655496e-02,8.090234166292017970e-02
2.940655379015421204e+03,2.278697301747715023e-02,8.114984947037846841e-02
2.941025562283788076e+03,2.279192765324353220e-02,8.139880306367601459e-02
2.941395745552154949e+03,2.279696713854021187e-02,8.164921334944390263e-02
2.941765928820521822e+03,2.280209206464600333e-02,8.190109133777959127e-02
2.942136112088888694e+03,2.280730302852812877e-02,8.215444814342606761e-02
2.942506295357255567e+03,2.281260063290722201e-02,8.240929498696661359e-02
2.942876478625622440e+03,2.281798548632310228e-02,8.266564319603575406e-02
2.943246661893989312e+03,2.282345820320147087e-02,8.292350420654613641e-02
2.943616845162356185e+03,2.282901940392156881e-02,8.318288956393198041e-02
2.943987028430722603e+03,2.283466971488459091e-02,8.344381092440891767e-02
2.944357211699089476e+03,2.284040976858326896e-02,8.370628005625228851e-02
2.944727394967456348e+03,2.284624020367203440e-02,8.397030884108953874e-02
2.945097578235823221e+03,2.285216166503852703e-02,8.423590927521318328e-02
2.945467761504190094e+03,2.285817480387574915e-02,8.450309347090997902e-02
2.945837944772556966e+03,2.286428027775539232e-02,8.477187365780847195e-02
2.946208128040923839e+03,2.287047875070210429e-02,8.504226218424469630e-02
2.946578311309290712e+03,2.287677089326872401e-02,8.531427151864659497e-02
2.946948494577657584e+03,2.288315738261260945e-02,8.558791425093731364e-02
2.947318677846024457e+03,2.288963890257299585e-02,8.586320309395746586e-02
2.947688861114391329e+03,2.289621614374934624e-02,8.614015088490713234e-02
2.948059044382758202e+03,2.290288980358090587e-02,8.641877058680740020e-02
2.948429227651125075e+03,2.290966058642722805e-02,8.669907528998216373e-02
2.948799410919491493e+03,2.291652920364987273e-02,8.698107821355975655e-02
2.949169594187858365e+03,2.292349637369520826e-02,8.726479270699724622e-02
2.949539777456225238e+03,2.293056282217842065e-02,8.755023225162227030e-02
2.949909960724592111e+03,2.293772928196855312e-02,8.783741046219949167e-02
2.950280143992958983e+03,2.294499649327492660e-02,8.812634108851732928e-02
2.950650327261325856e+03,2.295236520373452466e-02,8.841703801699696275e-02
2.951020510529692729e+03,2.295983616850079401e-02,8.870951527232366629e-02
2.951390693798059601e+03,2.296741015033364544e-02,8.900378701910111046e-02
2.951760877066426474e+03,2.297508791969059619e-02,8.929986756352858990e-02
2.952131060334793347e+03,2.298287025481935558e-02,8.959777135510184343e-02
2.952501243603160219e+03,2.299075794185158339e-02,8.989751298833781323e-02
2.952871426871527092e+03,2.299875177489807757e-02,9.019910720452353758e-02
2.953241610139893965e+03,2.300685255614517283e-02,9.050256889348981537e-02
2.953611793408260382e+03,2.301506109595267968e-02,9.080791309540942047e-02
2.953981976676627255e+03,2.302337821295302733e-02,9.111515500262280798e-02
2.954352159944994128e+03,2.303180473415193663e-02,9.142430996148577516e-02
2.954722343213361000e+03,2.304034149503049467e-02,9.173539347424720936e-02
2.955092526481727873e+03,2.304898933964866919e-02,9.204842120095182989e-02
2.955462709750094746e+03,2.305774912075031838e-02,9.236340896137021361e-02
2.955832893018461618e+03,2.306662169986966465e-02,9.268037273695652056e-02
2.956203076286828491e+03,2.307560794743940269e-02,9.299932867283437765e-02
2.956573259555195364e+03,2.308470874290022290e-02,9.332029307981100363e-02
2.956943442823562236e+03,2.309392497481202108e-02,9.364328243642067173e-02
2.957313626091929109e+03,2.310325754096663811e-02,9.396831339099720459e-02
2.957683809360295982e+03,2.311270734850230310e-02,9.429540276377681995e-02
2.958053992628662400e+03,2.312227531401964131e-02,9.462456754903067480e-02
2.958424175897029272e+03,2.313196236369951045e-02,9.495582491723053575e-02
2.958794359165396145e+03,2.314176943342237044e-02,9.528919221724188593e-02
2.959164542433763017e+03,2.315169746888955452e-02,9.562468697855294741e-02
2.959534725702129890e+03,2.316174742574619860e-02,9.596232691353413780e-02
2.959904908970496763e+03,2.317192026970608595e-02,9.630212991973126357e-02
2.960275092238863635e+03,2.318221697667818132e-02,9.664411408219196475e-02
2.960645275507230508e+03,2.319263853289516356e-02,9.698829767582656247e-02
2.961015458775597381e+03,2.320318593504375540e-02,9.733469916780362885e-02
2.961385642043964253e+03,2.321386019039706206e-02,9.768333721998070929e-02
2.961755825312331126e+03,2.322466231694877634e-02,9.803423069137118251e-02
2.962126008580697999e+03,2.323559334354942038e-02,9.838739864064754981e-02
2.962496191849064871e+03,2.324665431004465169e-02,9.874286032868193064e-02
2.962866375117431289e+03,2.325784626741556407e-02,9.910063522112375067e-02
2.963236558385798162e+03,2.326917027792114664e-02,9.946074299101828609e-02
2.963606741654165035e+03,2.328062741524274809e-02,9.982320352145970799e-02
2.963976924922531907e+03,2.329221876463090368e-02,1.001880369082883693e-01
2.964347108190898780e+03,2.330394542305420924e-02,1.005552634628262276e-01
2.964717291459265653e+03,2.331580849935046065e-02,1.009249037146540823e-01
2.965087474727632525e+03,2.332780911438017343e-02,1.012969784144302499e-01
2.965457657995999398e+03,2.333994840118226374e-02,1.016715085367521365e-01
2.965827841264366270e+03,2.335222750513228293e-02,1.020485152830609560e-01
2.966198024532733143e+03,2.336464758410284129e-02,1.024280200845904959e-01
2.966568207801100016e+03,2.337720980862666512e-02,1.028100446053607092e-01
2.966938391069466888e+03,2.338991536206199914e-02,1.031946107452169081e-01
2.967308574337833306e+03,2.340276544076060408e-02,1.035817406429148241e-01
2.967678757606200179e+03,2.341576125423841179e-02,1.039714566792551975e-01
2.968048940874567052e+03,2.342890402534851882e-02,1.043637814802618330e-01
2.968419124142933924e+03,2.344219499045724700e-02,1.047587379204129587e-01
2.968789307411300797e+03,2.345563539962249033e-02,1.051563491259201455e-01
2.969159490679667670e+03,2.346922651677521565e-02,1.055566384780582956e-01
2.969529673948034542e+03,2.348296961990348902e-02,1.059596296165470214e-01
2.969899857216401415e+03,2.349686600123944771e-02,1.063653464429844542e-01
2.970270040484768288e+03,2.351091696744926629e-02,1.067738131243344685e-01
2.970640223753135160e+03,2.352512383982592950e-02,1.071850540964679882e-01
2.971010407021502033e+03,2.353948795448517275e-02,1.075990940677598456e-01
2.971380590289868906e+03,2.355401066256434042e-02,1.080159580227414984e-01
2.971750773558235778e+03,2.356869333042450540e-02,1.084356712258113531e-01
2.972120956826602196e+03,2.358353733985566955e-02,1.088582592250026404e-01
2.972491140094969069e+03,2.359854408828525665e-02,1.092837478558131292e-01
2.972861323363335941e+03,2.361371498898987009e-02,1.097121632450902412e-01
2.973231506631702814e+03,2.362905147131038122e-02,1.101435318149826675e-01
2.973601689900069687e+03,2.364455498087050106e-02,1.105778802869520350e-01
2.973971873168436559e+03,2.366022697979881448e-02,1.110152356858489370e-01
2.974342056436803432e+03,2.367606894695422140e-02,1.114556253440535383e-01
2.974712239705170305e+03,2.369208237815525683e-02,1.118990769056825429e-01
2.975082422973537177e+03,2.370826878641277627e-02,1.123456183308632755e-01
2.975452606241904050e+03,2.372462970216657197e-02,1.127952779000764710e-01
2.975822789510270923e+03,2.374116667352576746e-02,1.132480842185684261e-01
2.976192972778637795e+03,2.375788126651303886e-02,1.137040662208345931e-01
2.976563156047004668e+03,2.377477506531280524e-02,1.141632531751754082e-01
2.976933339315371086e+03,2.379184967252344352e-02,1.146256746883250743e-01
2.977303522583737958e+03,2.380910670941369101e-02,1.150913607101585606e-01
2.977673705852104831e+03,2.382654781618297191e-02,1.155603415384689747e-01
2.978043889120471704e+03,2.384417465222628957e-02,1.160326478238289244e-01
2.978414072388838576e+03,2.386198889640315721e-02,1.165083105745279984e-01
2.978784255657205449e+03,2.387999224731122971e-02,1.169873611615918629e-01
2.979154438925572322e+03,2.389818642356413697e-02,1.174698313238834446e-01
2.979524622193939194e+03,2.391657316407408765e-02,1.179557531732883524e-01
2.979894805462306067e+03,2.393515422833910472e-02,1.184451591999852865e-01
2.980264988730672940e+03,2.395393139673495167e-02,1.189380822778039054e-01
2.980635171999039812e+03,2.397290647081197143e-02,1.194345556696712329e-01
2.981005355267406685e+03,2.399208127359682419e-02,1.199346130331483684e-01
2.981375538535773103e+03,2.401145764989921078e-02,1.204382884260588316e-01
2.981745721804139976e+03,2.403103746662390086e-02,1.209456163122138161e-01
2.982115905072506848e+03,2.405082261308767733e-02,1.214566315672268859e-01
2.982486088340873721e+03,2.407081500134189422e-02,1.219713694844324070e-01
2.982856271609240594e+03,2.409101656650033604e-02,1.224898657809001534e-01
2.983226454877607466e+03,2.411142926707254830e-02,1.230121566035518865e-01
2.983596638145974339e+03,2.413205508530295515e-02,1.235382785353809770e-01
2.983966821414341211e+03,2.415289602751556630e-02,1.240682686017776371e-01
2.984337004682708084e+03,2.417395412446467912e-02,1.246021642769608584e-01
2.984707187951074957e+03,2.419523143169140592e-02,1.251400034905201797e-01
2.985077371219441829e+03,2.421673002988643589e-02,1.256818246340685730e-01
2.985447554487808702e+03,2.423845202525889628e-02,1.262276665680091836e-01
2.985817737756175575e+03,2.426039954991160083e-02,1.267775686284178249e-01
2.986187921024541993e+03,2.428257476222269590e-02,1.273315706340429898e-01
2.986558104292908865e+03,2.430497984723402338e-02,1.278897128934295691e-01
2.986928287561275738e+03,2.432761701704591259e-02,1.284520362121588377e-01
2.987298470829642611e+03,2.435048851121914687e-02,1.290185819002204193e-01
2.987668654098009483e+03,2.437359659718365754e-02,1.295893917795082340e-01
2.988038837366376356e+03,2.439694357065449667e-02,1.301645081914480917e-01
2.988409020634743229e+03,2.442053175605494314e-02,1.307439740047575683e-01
2.988779203903110101e+03,2.444436350694710602e-02,1.313278326233414672e-01
2.989149387171476974e+03,2.446844120647002560e-02,1.319161279943259490e-01
2.989519570439843847e+03,2.449276726778549726e-02,1.325089046162330475e-01
2.989889753708210719e+03,2.451734413453174680e-02,1.331062075472995154e-01
2.990259936976577592e+03,2.454217428128515829e-02,1.337080824139419422e-01
2.990630120244944010e+03,2.456726021403004764e-02,1.343145754193713626e-01
2.991000303513310882e+03,2.459260447063712010e-02,1.349257333523638525e-01
2.991370486781677755e+03,2.461820962134990409e-02,1.355416035961796162e-01
2.991740670050044628e+03,2.464407826928038600e-02,1.361622341376488021e-01
2.992110853318411500e+03,2.467021305091322142e-02,1.367876735764154139e-01
2.992481036586778373e+03,2.469661663661910575e-02,1.374179711343476995e-01
2.992851219855145246e+03,2.472329173117735271e-02,1.380531766651177383e-01
2.993221403123512118e+03,2.475024107430784034e-02,1.386933406639530575e-01
2.993591586391878991e+03,2.477746744121272007e-02,1.393385142775644403e-01
2.993961769660245864e+03,2.480497364312777425e-02,1.399887493142534245e-01
2.994331952928612736e+03,2.483276252788389760e-02,1.406440982542030427e-01
2.994702136196979609e+03,2.486083698047882040e-02,1.413046142599556632e-01
2.995072319465346482e+03,2.488919992365919848e-02,1.419703511870820112e-01
2.995442502733712899e+03,2.491785431851338897e-02,1.426413635950444514e-01
2.995812686002079772e+03,2.494680316507528681e-02,1.433177067582632747e-01
2.996182869270446645e+03,2.497604950293890597e-02,1.439994366773782453e-01
2.996553052538813517e+03,2.500559641188465632e-02,1.446866100907261143e-01
2.996923235807180390e+03,2.503544701251707652e-02,1.453792844860255506e-01
2.997293419075547263e+03,2.506560446691434921e-02,1.460775181122798416e-01
2.997663602343914135e+03,2.509607197929003899e-02,1.467813699919001957e-01
2.998033785612281008e+03,2.512685279666706378e-02,1.474908999330551973e-01
2.998403968880647881e+03,2.515795020956428096e-02,1.482061685422504937e-01
2.998774152149014753e+03,2.518936755269602507e-02,1.489272372371441833e-01
